Field_ID,Crop_ID_1,Crop_ID_2,Crop_ID_3,Crop_ID_4,Crop_ID_5,Crop_ID_6,Crop_ID_7
55,0.26502053698354866,0.3288166868089214,0.03152594373739548,0.20482863724240774,0.02204699442403346,0.0167364782104864,0.13102472259320674
56,0.07488676396863148,0.10243399053905693,0.28611052957827043,0.3306294614233567,0.005326309224681807,0.004519280963874808,0.19609366430212793
57,0.13323887572902277,0.2070054397038754,0.1627581543541013,0.2829680230427079,0.03946272219880895,0.011818924742165388,0.1627478602293183
59,0.1097780527666958,0.7168793003720503,0.011849986491343896,0.05293280451853946,0.05836814850378648,0.04492800895065127,0.005263698396932802
61,0.13097157905515452,0.8238768769850938,0.00503130306844095,0.02335389692181986,0.006697793410977179,0.009158072894126647,0.0009104776643870234
63,0.12356277804919864,0.6204750176303271,0.03159507201199544,0.11023996019178493,0.05261791377895138,0.045040079693811054,0.016469178643931607
65,0.5484286612922418,0.2162680601057,0.07684437403669894,0.08953615766705583,0.02234562097334527,0.02042021285181944,0.02615691307313873
66,0.15614508976749236,0.6955371399477772,0.019387337865944702,0.037710657839018794,0.051287225208086255,0.011843550791933688,0.028088998579746973
73,0.10020365157261613,0.7569147872035049,0.014392269792740418,0.06763019491987389,0.016655085487059566,0.033297380402810245,0.010906630621394945
74,0.15232288997692572,0.7005006833730982,0.0012683458231804545,0.03542790981867507,0.06897372361480537,0.03716745673175895,0.00433899066155622
88,0.03374946161885412,0.9130636057226735,0.005161403885037763,0.027466914875863002,0.006214808219795229,0.009141155882699092,0.005202649795077379
89,0.0230937821633392,0.9638459327025583,0.0017109726788483543,0.004488426350175427,0.0011626828508285553,0.004514058817676931,0.0011841444365730848
91,0.030242023447684452,0.9398434908666075,0.0020970651793310105,0.010548976331517947,0.001970233192352694,0.013773126283768207,0.0015250846987383266
100,0.05235869969078731,0.9331274198356896,0.0010748703767998044,0.00458003574762431,0.0026349283365089352,0.004729828981875741,0.0014942170307143045
103,0.0803891621538504,0.8626993989725635,0.0031334610466657014,0.011243294276813842,0.02224197043930194,0.018026040823445385,0.0022666722873591746
114,0.016889670126973472,0.9722540983298584,0.0013077280371173025,0.0026502653268778006,0.0023535360638797112,0.0022104377801754095,0.002334264335118067
115,0.08165376975128258,0.8404079830694271,0.0239325946305032,0.026525720076563043,0.005749031286950496,0.014329387953419889,0.007401513231853545
117,0.20267261765377792,0.5707178233796656,0.015683912473875128,0.06763751310270215,0.08954401596672605,0.02830175318847468,0.025442364234778567
118,0.6625515139218434,0.15201046189763548,0.0032955678496431754,0.06873727656527531,0.017246841932197405,0.09237878894232057,0.003779548891084736
120,0.30775263047336443,0.2932750320564729,0.036646104050082895,0.2274461102538981,0.08132033333187165,0.047595929895946854,0.0059638599383630975
121,0.10503220686896464,0.8126240874059041,0.0027140548491813546,0.024105841074052958,0.04309590591119424,0.010269449836094836,0.0021584540546078766
122,0.14576531506201168,0.6564643001750432,0.003694083564799772,0.08327296520418795,0.04895275885808268,0.03917103778962175,0.022679539346253046
128,0.04387194851136962,0.9015483453279116,0.005843401456121999,0.019499731669902393,0.0071223544696939305,0.019153817039134186,0.002960401525866312
131,0.6713540139980901,0.17917942830050565,0.016019972585684515,0.028501844345659992,0.01650449002722314,0.06145371031247786,0.026986540430358554
132,0.28556935904541936,0.5877885684794403,0.010094244442001764,0.0706992105100199,0.019858659480810698,0.010733050957598418,0.015256907084709562
133,0.31538022215506006,0.49433816158889576,0.004313915621733699,0.08536162973877817,0.0481113601027819,0.04138029592035689,0.011114414872393532
135,0.40890893708253384,0.3377429946091588,0.03387107155487307,0.12327134395203974,0.04215660578022541,0.04612175579576861,0.00792729122540047
136,0.4742065404900717,0.17788304086703577,0.06653422105831197,0.22057705722066748,0.014819684783718902,0.02726360644352368,0.018715849136670477
137,0.30434673069800167,0.41206914045464904,0.009255845897877507,0.14207037609232728,0.06034661528929029,0.011599112835560364,0.060312178732293775
139,0.045944538072568014,0.860132919011241,0.017936550043531042,0.012568108981534362,0.01849650612229644,0.011797059207733374,0.03312431856109575
144,0.38658964876998564,0.3253345064080633,0.04401838286473536,0.1709716522239193,0.0372792413601702,0.022296438701220188,0.013510129671906124
147,0.47793358140078035,0.050017239621845816,0.01760596250628012,0.3692085717069327,0.029492542184037723,0.048496248433658115,0.007245854146464993
151,0.1520833624317276,0.687039249613946,0.005402002581598488,0.05862078144954115,0.05402513479554347,0.01221025457074503,0.03061921455689826
152,0.4967559952008725,0.1691392303983161,0.011329904445643312,0.20464566968005163,0.06160318726196608,0.04524470916111034,0.011281303852040086
153,0.3626022630234124,0.32662223441375526,0.01718129084753789,0.23231747817852233,0.028030345218386883,0.02016685661882959,0.013079531699555516
155,0.6700635369260962,0.10090872704817616,0.030896544641256345,0.14593485372367287,0.011003394767110358,0.021612269917375665,0.01958067297631232
156,0.5099317839446422,0.22500207636216785,0.05332209751469331,0.10126321788877352,0.06744502971191119,0.028845874717934525,0.014189919859877437
160,0.16292909253056279,0.04914022236313981,0.14720434703250154,0.5785910789231388,0.013229970742227957,0.01512906123455625,0.033776227173873
163,0.5534941049935996,0.13971850535073121,0.038058310125385054,0.14717376500112522,0.01908064513778929,0.06763980370244062,0.03483486568892889
164,0.10592212274339767,0.7364440214666491,0.007280452744102316,0.05515573253883975,0.047902482327589306,0.04313294828712091,0.0041622398923009465
183,0.1633149889270794,0.241574554858419,0.10662379671081676,0.10354992627944076,0.008300697819368418,0.011127569176217452,0.3655084662286582
184,0.29054307339535534,0.2621692764829944,0.07770669353396865,0.2198173934035638,0.023142668180432112,0.027949389114209792,0.0986715058894759
185,0.09964657015576811,0.27062805908545406,0.1289341883593638,0.2926549707831833,0.025659596593259452,0.013467748077115085,0.16900886694585626
186,0.46025734200489976,0.37568965487282036,0.009117158831990725,0.062128880399976036,0.06794183191871357,0.01824057928680958,0.006624552684789952
187,0.05445035606886736,0.03727477975265617,0.23871791872251233,0.5162032073771522,0.002886571417430444,0.003484057170835193,0.14698310949054627
188,0.31052354067519633,0.06923673217530282,0.019088444587884112,0.48699613008029896,0.021134356526232485,0.05746214351876125,0.03555865243632408
189,0.34457229557555336,0.34390228558823227,0.026782757559367584,0.19219159643995182,0.033249087750178916,0.04217626708014094,0.017125710006575073
193,0.1726152650165854,0.25751689667692773,0.18348134365421015,0.12830449289344104,0.0329758291296824,0.015947934592847667,0.20915823803630562
194,0.18295530625526774,0.2429615531697192,0.03473882136605213,0.09069931685257229,0.03380317288553991,0.014468241560273537,0.4003735879105752
199,0.22986856927033833,0.18305517152807418,0.019304007307360965,0.2209531847776881,0.25538962075870025,0.058776061521372255,0.0326533848364659
200,0.2613182721685425,0.06407195931664673,0.017740701007846006,0.49362498347634387,0.09193956244316787,0.06519351546985379,0.006111006117599228
202,0.44992435576600337,0.2437127380738651,0.0052050376758412745,0.11619582078633589,0.12525578937503032,0.052328379107908954,0.00737787921501506
204,0.3363387636267163,0.3014973083053949,0.05249068744649673,0.12602586172814373,0.07337150619610945,0.05801281588816177,0.05226305680897726
205,0.2200816056139234,0.5030071579967439,0.11976878463700125,0.06820431581927748,0.027660139546148092,0.020666789519971307,0.04061120686693461
207,0.08872688266109792,0.12831118500498592,0.105637800297192,0.5498066977173378,0.005743528835869302,0.010843393401331334,0.11093051208218574
211,0.08387435938401401,0.7997746199845733,0.020688267481217708,0.042587776957550234,0.011875542795483356,0.018341211603069202,0.022858221794092103
213,0.27236951060302717,0.1726658825951343,0.15355880126152827,0.33251870972768216,0.009758983554590627,0.027419692445858655,0.03170841981217877
220,0.09924042067477815,0.38545818841211116,0.22790504213279655,0.15919285571304045,0.02710855724949661,0.009316916203746984,0.09177801961403015
224,0.31787048873756374,0.10031175816474155,0.12628346238355964,0.227356803001935,0.0965306947286293,0.037899614422019196,0.09374717856155154
228,0.2701502407009815,0.5184992711072663,0.03815338532100222,0.06576398524905963,0.038253345319891455,0.016831244778647024,0.05234852752315174
229,0.544827399338084,0.16652366525739504,0.008762838709018131,0.10183541719626929,0.015335525072542329,0.14909473978213122,0.013620414644559974
232,0.1246219400847891,0.628718048490151,0.012583425730290896,0.09700238920275306,0.11045279151087532,0.01800244052185398,0.008618964459286567
233,0.20058568735706656,0.3305857255023995,0.12407655958949432,0.27100203297939335,0.021314005121287394,0.03060627830384534,0.021829711146513654
234,0.04022950074457794,0.8790655949150367,0.009597176323197851,0.019538902064722405,0.01675005977440807,0.029263700007933137,0.005555066170123973
235,0.10440610990257147,0.8575705809468493,0.00458812397736456,0.014583490317666089,0.004143215979892635,0.012843375667902463,0.0018651032077535929
242,0.032589901575327054,0.8796332009016775,0.005370637651926339,0.026391207779445473,0.023941487213575675,0.010475119134948582,0.02159844574309941
244,0.31042730904997673,0.44275876981952217,0.0024287717385502623,0.05186026691452876,0.12813319141132506,0.060536269816999916,0.0038554212490970814
250,0.05068209278336517,0.9309488597263866,0.004995823448099776,0.005947413757820241,0.0019354248991036212,0.001991344950016478,0.0034990404352081804
253,0.04357438095438061,0.922710096873298,0.001360052274530752,0.013487935088940691,0.01203623559252874,0.005819820828591078,0.001011478387730088
254,0.057241668768093876,0.918652641803211,0.0024457185169204465,0.007389175351916494,0.0032570714342936343,0.00989060983265001,0.0011231142929145567
256,0.4492309553613146,0.3924485269676058,0.002845658658474833,0.1015168240699795,0.019235856349184663,0.03151681250923441,0.0032053660842062707
260,0.10198589530448893,0.737088044657811,0.04237144295286696,0.04172148474586369,0.019718138385024828,0.026282884239085362,0.03083210971485937
261,0.11460947435332731,0.8004648518261177,0.0052344798944781,0.019029375282807945,0.03303978316149644,0.026264554290045507,0.0013574811917271379
263,0.21502787548304098,0.673147529905495,0.004286235246688351,0.021656548477725045,0.017370805396831952,0.06566053230485593,0.002850473185362664
268,0.14580573334574143,0.17063747565538534,0.034149118988829844,0.019765491009480312,0.03189828409632223,0.0054923053984315545,0.5922515915058093
270,0.05472899871136094,0.8263040301070803,0.002607006941554928,0.03445716998467829,0.05624466602084935,0.013843435463619859,0.011814692770856311
277,0.2600193438966692,0.616871642160272,0.04045219033486301,0.05471307988409574,0.007680741635623243,0.014057333953367819,0.006205668135108934
279,0.11634656721348671,0.7429043919975814,0.005426282058772892,0.04477907424945002,0.06970933678093469,0.016293029556577,0.0045413181431974
281,0.11185477875389885,0.7652052382949645,0.002462252202232721,0.04099629596541214,0.06210817986516498,0.014882648853457633,0.0024906060648693124
282,0.32640066921561767,0.34554903366164336,0.02163400472107988,0.04727584898454962,0.18740619748816426,0.027556550719610516,0.04417769520933464
285,0.035811340117388124,0.935517038015111,0.002993257238567821,0.008937293275227859,0.00433942721356345,0.01035646930458632,0.0020451748355555877
286,0.041858908888052146,0.9180906277541484,0.004533632203533701,0.01637023268070071,0.0027581420848092927,0.014267343087346233,0.0021211133014094863
287,0.18671944249335376,0.7059904921784244,0.004255640445605764,0.013188526335961726,0.025542891481982855,0.0529947850063902,0.011308222058281301
305,0.05325311004662352,0.9119442242085167,0.005219011667938624,0.008747076686369246,0.00921130849754893,0.00909947061707301,0.002525798275930049
312,0.5262828028673793,0.12082967415639188,0.011895665563981925,0.11028434630227969,0.05280722387946374,0.15477122083344558,0.023129066397058085
315,0.2585274199786597,0.5098966590951444,0.010841339997406335,0.04821077729268783,0.09206846801383438,0.074874524889131,0.005580810733136424
317,0.6133667571394973,0.09320419322715742,0.033537033816248306,0.1754779359909302,0.023587163909065706,0.054040646085949946,0.006786269831151173
321,0.557766646108505,0.05544238798963003,0.006011417690777101,0.10321557716027115,0.02327389606262511,0.24010131482229916,0.014188760165892458
330,0.5058997336334398,0.10129516606365588,0.07161221650610403,0.19908689249832107,0.02719877578868459,0.0321104822691637,0.06279673324063101
339,0.6005825829676764,0.057419186884599974,0.011421871917914907,0.24629226333940032,0.012081258266955833,0.05126832964841645,0.02093450697503615
340,0.5534169879368537,0.1993481648211672,0.005438378346041975,0.06318285816382847,0.06616704704360948,0.09836634143118039,0.014080222257318836
341,0.5522261204851776,0.09114939925204732,0.011015899713305178,0.08733466747673284,0.03853215568437009,0.20267776298036683,0.017063994408000105
346,0.5554248236163964,0.058973041676377416,0.04829251850398455,0.20740554915146878,0.009115128382091447,0.11564274950327888,0.005146189166402568
357,0.6745651187021862,0.04127026817994231,0.010790830227235015,0.04659978721423396,0.10127237352522397,0.11979425104763075,0.005707371103547744
358,0.4215667550070601,0.1754317036694035,0.005054405501482745,0.12950930965528576,0.043488598508627074,0.220836209786322,0.004113017871818827
360,0.3741432293124327,0.19365708230979217,0.04219580675834172,0.30135330943575667,0.036133805361785745,0.021272580505278478,0.031244186316612507
361,0.28962575829757053,0.34440731213636616,0.061939672111586574,0.18551223737757144,0.01705486607279319,0.07359298632301342,0.027867167681098582
362,0.21363102803870893,0.4862130189627465,0.019825359386786173,0.12038438279098321,0.12649842590201482,0.025344235046550385,0.008103549872209967
364,0.6545202759822453,0.10964543577824523,0.026555074672219653,0.05040775698399904,0.05369880618093129,0.031114197184775327,0.07405845321758411
368,0.572027773761524,0.1896465868916681,0.007291949462467246,0.09655511557056276,0.053528371207357484,0.07464204759208418,0.006308155514336189
371,0.4310619155664137,0.2689094023062447,0.011204293729330482,0.10689051353533016,0.1166526632022112,0.05524928664009248,0.010031925020377298
382,0.05562869233310624,0.8614754362285054,0.0038759877683000625,0.020196595070948186,0.028987669418164802,0.020681582714067274,0.009154036466908008
383,0.3273717133707863,0.3773364664731503,0.013160615413641375,0.10843468983810012,0.06283571007062241,0.09515447942322727,0.015706325410472313
388,0.07787585597535315,0.4221422368826223,0.26483689569249563,0.06956877730650418,0.13503204841994354,0.009479286289944015,0.021064899433137177
390,0.43967338571798475,0.06511644811336706,0.02771757762088168,0.3470311981990405,0.028649980714872392,0.03612821757877073,0.05568319205508293
391,0.3477202132308125,0.110200006058481,0.00424781676014401,0.07079357980832317,0.03244116261648593,0.40823069339418594,0.026366528131567448
394,0.7496246766203327,0.06570124453909898,0.006787460569734442,0.08519625923000976,0.0507727890193843,0.029424946344462972,0.012492623676976943
396,0.6440704053270023,0.07547206151713876,0.011250956251339386,0.12675823830312702,0.08528788377778035,0.052339633857597365,0.0048208209660146415
422,0.49411258447624823,0.03377898641040108,0.034680362889092146,0.25145000494251873,0.068763283379783,0.09470150525745,0.02251327264450682
426,0.571894826268446,0.08617220981174553,0.04516761278230615,0.19950560379513155,0.03419533628237886,0.052542447820028926,0.010521963239963017
428,0.20877564832032042,0.4585428930650258,0.06645709354687027,0.16778286503914586,0.03558436841579828,0.01834135316059051,0.04451577845224886
429,0.3204962946769186,0.4001757653144633,0.00962599096328635,0.0593613055303386,0.07047337688940473,0.13258932122042966,0.007277945405158772
431,0.5345728940102337,0.08099294580734949,0.0991025283684157,0.20259042052260762,0.0066684042814238,0.02485465393034945,0.05121815307962031
437,0.2826345576923188,0.36100392878316057,0.05563848881291964,0.2211858894170754,0.012435833825115318,0.014887033823038414,0.05221426764637189
439,0.35436981795747924,0.20327734691491478,0.03957788296151414,0.2772876014718392,0.06805199298694832,0.03392384116340066,0.02351151654390372
441,0.23360537445689872,0.35066503532420434,0.05325556492194323,0.25684371528753724,0.021614897998687224,0.05752952807052504,0.026485883940204284
443,0.4449525563589246,0.15197138950966826,0.016932144761568554,0.2168942249113771,0.05912482143065951,0.029947978831505597,0.08017688419629639
445,0.40856954378334,0.40805825323434325,0.02317709800187017,0.09125426153017019,0.04167020442138678,0.01690316537023532,0.010367473658654197
447,0.32081428651289357,0.17894869426738907,0.052829625499068014,0.31177792383164576,0.02320124937391406,0.07509428387327885,0.03733393664181075
451,0.6350537856513625,0.08056355268355797,0.010625706438871726,0.06602675562137299,0.04425931187713894,0.1566148532950866,0.00685603443260931
459,0.5731774386392303,0.1443272010094821,0.016745405161108375,0.21718963607969766,0.01651773821930115,0.026900944307169758,0.005141636584010564
460,0.16979907192867588,0.4966640365273066,0.007771209965955752,0.09279275268646209,0.21293673186648543,0.016188006284794974,0.003848190740319222
466,0.3280351958202773,0.2793624187231901,0.009402437758143742,0.15775521683108212,0.1888043615365105,0.03111975662973771,0.005520612701058528
469,0.29279176169625865,0.436663555982726,0.01828044553419439,0.12115984376979003,0.07226302306547218,0.029144131344048488,0.029697238607510182
470,0.6739214891620979,0.014213262781866205,0.015294694297528237,0.2539025783825114,0.006916783165979576,0.03367771205362191,0.002073480156394707
472,0.5535303020921658,0.11613380719979347,0.03620353098377969,0.20555330459788682,0.04224401736862833,0.034800284806644544,0.011534752951101377
476,0.5244496775529814,0.04036911791686064,0.02743147280793068,0.36210632854409264,0.016166217746698804,0.025784576874219367,0.003692608557216501
479,0.488548790959603,0.1824196656312697,0.015892923729458757,0.16525015225251938,0.09972551973808721,0.04230050496738833,0.0058624427216735255
481,0.5049530822684336,0.11290141713709048,0.007519558016638795,0.1724345365868175,0.17484174658713514,0.024684688835708866,0.002664970568175544
483,0.340926768828007,0.1392597648843164,0.006611259928625667,0.2649629104538037,0.20499454966878594,0.03367899043165035,0.009565755804810965
486,0.16404265522139638,0.11589429495216934,0.37685573608578515,0.19217814677041922,0.036467830234024876,0.017797270088604156,0.09676406664760093
487,0.3116804142187328,0.40270354841878664,0.020556715781500402,0.13680205434264806,0.038391170604885456,0.037868614077264766,0.051997482556181876
489,0.49562905243991096,0.09938538594094831,0.06753701850093752,0.2144801045137935,0.019161314736827147,0.014765196485408147,0.08904192738217434
493,0.6322412038385065,0.16241984731491005,0.010378601580042376,0.1259340397500754,0.009744125007331097,0.055018306839431756,0.004263875669702865
497,0.04973438804301181,0.31894180970210745,0.20094478288565698,0.14451674793555297,0.05938228342674203,0.04136685735938997,0.18511313064753881
500,0.5140578608396043,0.10236629514319956,0.04245011057359309,0.1971441353057078,0.061225760058288996,0.07215181815862921,0.010604019920977025
501,0.30289714226136805,0.16092864685793362,0.07732126864543395,0.3680750044733146,0.03652729228189034,0.03598198213240158,0.01826866334765784
502,0.22798037373232385,0.10220258260461454,0.04803811886782406,0.5052692823118581,0.050789565972217884,0.0418556342114777,0.02386444229968388
503,0.18391720464595293,0.28092173337012416,0.04166647920270028,0.2830915896221334,0.08198808968451894,0.03369907492321774,0.0947158285513526
507,0.7221087594882531,0.021175020769678782,0.04850072037107352,0.09903153800826908,0.02471790235527584,0.0778969497631264,0.0065691092443232405
508,0.7114233123689494,0.05405137682668199,0.008202173084408371,0.1455407680971435,0.01701188243206501,0.06176571707581723,0.0020047701149345787
510,0.6697531976105113,0.02367983485052546,0.009635038739203426,0.2534650891142486,0.008802294645145332,0.02053074128997047,0.014133803750395461
512,0.25680474879323717,0.06661385521670846,0.11123250756775774,0.34564615969840995,0.0164735428497155,0.1280344763782332,0.07519470949593796
513,0.4134373051622495,0.014492437429597316,0.05279120447892383,0.4437120949535369,0.008892064835748403,0.008028629811567682,0.05864626332837629
515,0.30356277269178716,0.1817452762667806,0.09353033416467443,0.10566305949576658,0.05181490239822749,0.027208354943407755,0.23647530003935605
517,0.7893500333330317,0.0037974972890984556,0.004495381485104378,0.1597632947719846,0.023558353922510898,0.018139700389978884,0.0008957388082910968
519,0.7559555515514567,0.028410651592372112,0.013178924461005093,0.16785589129176695,0.0051149548087711764,0.027128344880792746,0.002355681413835355
520,0.7373101662177424,0.05270438517970281,0.00521817909967481,0.13324054533556956,0.03515929515788781,0.024075683818950387,0.012291745190472244
523,0.3702362639083678,0.25577180708100516,0.042617504234769774,0.16096501627211035,0.06085871344737087,0.07921058898848322,0.030340106067892843
533,0.9002080753440493,0.018457378243594134,0.006449447702410368,0.026459225578196938,0.02880348352885922,0.016427248683937294,0.0031951409189528556
535,0.22269719302033428,0.3363254460569297,0.01073776174043353,0.18124491169663534,0.1723057410085003,0.04650117013649323,0.030187776340673635
543,0.5109967249357712,0.1668335945880753,0.008864990714145832,0.08259841097711552,0.1678708252816609,0.03165270382259233,0.031182749680638944
553,0.32927421007167035,0.046354120706453436,0.06713071240629127,0.4682639443286205,0.03806244624238467,0.047282413022442564,0.0036321532221371003
554,0.5945542185658882,0.07450387785122983,0.033334880188658864,0.15665646381749865,0.08809128619505004,0.04649451285611894,0.006364760525555487
557,0.2308268900849882,0.08013280245619939,0.12569655526380538,0.4307860235440285,0.01446379450648562,0.05212086923121968,0.06597306491327315
560,0.7081272936347472,0.04163478235543264,0.020844036675291614,0.07599407603613789,0.10915237421349977,0.03487053738958103,0.009376899695309773
564,0.1310168882160584,0.5928509066152697,0.027770034795883636,0.050453124079994506,0.0899285376308241,0.06811195280556052,0.03986855585640908
565,0.5839020329069621,0.1463178262802911,0.007945021615840996,0.10235594664595804,0.03562280325541188,0.07392001253378251,0.04993635676175334
567,0.4193151084961021,0.16889414984521367,0.03124018037114812,0.23626749095933525,0.07552494903472964,0.04930696278489767,0.019451158508573492
568,0.2721314989729166,0.5202686774758625,0.0039651598676861384,0.05658685939354144,0.12148011558189456,0.02014584315664839,0.0054218455514503765
570,0.624881717331717,0.05606887882930092,0.02845055510945485,0.18033931528581104,0.0700321388568633,0.032310886716302806,0.007916507870550057
571,0.47279127117372743,0.02613065462212233,0.0693926849437313,0.3526782257105169,0.026271854090339122,0.04888766791934129,0.003847641540221768
574,0.5575469999847488,0.12500221718359222,0.007393227805238111,0.2566195605000742,0.01861935984486219,0.026919102087859928,0.007899532593624477
578,0.5544336200581746,0.1285205132418289,0.009596494488790314,0.10592342803276822,0.12090388554882622,0.07632644213525154,0.00429561649436018
586,0.4696492477380211,0.04130998915616339,0.02958378311783784,0.3984589730522896,0.014961745751234651,0.015399227356857708,0.03063703382759564
587,0.6457439247876365,0.14245020362062288,0.01281002062666811,0.11109133124319888,0.02766227939388295,0.05705896913774821,0.0031832711902423966
588,0.6227468781555794,0.09223064544222215,0.005066957321532481,0.1376331886230675,0.03525823698723338,0.10101529827145769,0.006048795198907411
591,0.5193656786565558,0.18359233209220638,0.10982710368762029,0.13422358640946458,0.02175418803270234,0.014070125768152194,0.01716698535329847
592,0.6609479530171956,0.056386116931963465,0.006103799453743367,0.13322157190349582,0.046846172527398575,0.08581366910378205,0.010680717062421116
593,0.4025992346626456,0.09061641675001832,0.21208283128377206,0.2281292645881104,0.007899502570327156,0.053299238705590044,0.0053735114395364525
597,0.2908545248126886,0.20434880286312834,0.01797427645597586,0.35397067760634215,0.07463314310411526,0.04592881740328855,0.01228975775446128
598,0.32816013144977096,0.3487205745178783,0.008139358140371845,0.12758099113210788,0.10325399180373296,0.06856496308105989,0.015579989875078278
610,0.7184830564113501,0.03175490052113013,0.006301827760257676,0.19054299532802196,0.01605016840342856,0.03290847597606701,0.0039585755997443685
621,0.7118206345787472,0.026429650287413235,0.011137065238850259,0.21287969074424112,0.003739416233900292,0.026169923963951507,0.007823618952896398
624,0.6929366454033391,0.026158071346611973,0.009785419189048496,0.2195109479801597,0.009144803553425132,0.036271098890541975,0.006193013636873707
626,0.6389542133584385,0.027336231214767838,0.019561526751390237,0.23728275610659258,0.03508920358698262,0.0337601949766619,0.008015874005166363
637,0.6642330489090832,0.012973242914849413,0.01844223683969018,0.23482911328559253,0.024065721437648062,0.043694234147066975,0.0017624024660694358
642,0.6894654361527505,0.03139353900130547,0.019882532239717348,0.13033749631371258,0.055666177784114416,0.07062954839445539,0.0026252701139443083
643,0.4890797815685286,0.23117971042284569,0.018760273939025438,0.17133853517137146,0.043308566965487495,0.036881149746601095,0.009451982186140257
646,0.7578123659570998,0.016903564841387886,0.030610413084059988,0.09284160032855843,0.04369127536762035,0.055766935730365674,0.002373844690907727
647,0.3658239081388399,0.16317962701469862,0.07409656317504461,0.25128241845892585,0.08404168921309435,0.046032654764197635,0.015543139235198969
651,0.4222614194845006,0.18282277103138805,0.05362888777454203,0.27298441739245016,0.020622417878991703,0.029412590181679063,0.018267496256448433
653,0.17485018578041403,0.1751171704668661,0.1848862732916281,0.3433630055662688,0.05084548011339405,0.035834881581074715,0.03510300320035431
656,0.1346859024685253,0.3465593814272181,0.05442809008546194,0.18699904336012102,0.06296453866651296,0.04321991401182457,0.17114312998033615
657,0.4958799186705568,0.20235853806305304,0.04056198621362643,0.12446369656269994,0.06065499351465836,0.017598627234234422,0.05848223974117104
669,0.6234122250475965,0.23866015595172682,0.005339215372243523,0.055632224341925704,0.04331350339116942,0.02450010890237388,0.009142566992964203
675,0.26947315632186764,0.6659380413608957,0.002770602310282404,0.02937938176886645,0.004498464151822564,0.025829146199864005,0.002111207886401172
680,0.5037138497369277,0.08950293410427641,0.008158943361154294,0.05163601622478094,0.22706629028077238,0.1138661063070355,0.006055859985052937
683,0.46424782866326963,0.18820790931779707,0.014376607195577935,0.2053134179813662,0.08126886162544161,0.03746922031653819,0.009116154900009355
684,0.45866518468814216,0.07201799199419052,0.11201514944859128,0.27533284243203704,0.02198179220644647,0.04463678203315616,0.01535025719743639
686,0.42280796020953393,0.13770109802215158,0.06769848558662625,0.16930666986119391,0.013417541391326268,0.010138412503980503,0.17892983242518756
688,0.5404623401943456,0.2388756122911933,0.027278089783289505,0.10781356588424028,0.043521146728478816,0.022795307658574203,0.019253937459878332
690,0.2951873930939228,0.30679400248354116,0.049047378129716115,0.18028256962132488,0.02860676145856607,0.02551672434847458,0.11456517086445436
694,0.38899833200351397,0.23523817814254283,0.030656607180711285,0.14676967775467714,0.09231613643655134,0.07136891889948543,0.03465214958251799
696,0.4134527143392215,0.1471459782880849,0.032915655036244,0.2611685849854006,0.06065000742587865,0.06519057609990629,0.01947648382526424
